Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Verseuchte Kerrigan /// Kerrigan Infested
Conversation/zSM_RogueQueen/Line00123=Aber du hast den Uralten vernichtet. Du hast die Macht von ganz Zerus. /// But you destroyed the Ancient One. You captured the power of all Zerus.
Conversation/zSM_RogueQueen/Line00124=Es ist ... anders als alles, was ich kenne. /// It's like... [Serious]nothing I've faced before.[/Serious]
Conversation/zSM_RogueQueen/Line00125=Es entspringt der Leere. Kalt und abweisend. Aber so machtvoll, dass es schmerzt. /// This is something [Serious]born of the void.[/Serious] Cold and empty. But [Serious]so powerful[/Serious] it hurts.
Conversation/zSM_RogueQueen/Line00128=Weißt du, warum ich dich in der Schlacht besiegt habe? /// Do you know why I beat you in battle?
Conversation/zSM_RogueQueen/Line00129=Du warst stärker als ich. /// You were stronger than I.
Conversation/zSM_RogueQueen/Line00130=Nein. /// [Serious]No.[/Serious]
Conversation/zSM_RogueQueen/Line00131=Dann schneller. /// Faster then.
Conversation/zSM_RogueQueen/Line00132=Nein. /// [Serious]No.[/Serious]
Conversation/zSM_RogueQueen/Line00133=Spiel nicht mit mir, meine Königin. Verrat mir dein Geheimnis! /// [Surprise 80]Do not toy with me, my queen![/Surprise] Tell me your secret!
Conversation/zSM_RogueQueen/Line00134=Es ist nichts, das ich erklären kann. Du musst es selbst lernen. /// This is not something I can explain. You must learn the hard way.
Conversation/zSM_RogueQueen/Line00135=Weißt du, warum ich dich in der Schlacht besiegt habe? /// Do you know why I beat you in battle?
Conversation/zSM_RogueQueen/Line00136=Nein. /// [Serious]No.[/Serious]
Conversation/zSM_RogueQueen/Line00137=Nein. /// [Serious]No.[/Serious]
Conversation/zSM_RogueQueen/Line00138=Es ist nichts, das ich erklären kann. Du musst es selbst lernen. /// This is not something I can explain. You must learn the hard way.
Conversation/zSM_RogueQueen/Line00139=Nafashs Brut ist sehr gut adaptiert. Ich brauche sie, um den Schwarm zu verstärken und Mengsk abzusetzen. /// Nafash's brood has valuable adaptations. [Serious]I need them[/Serious] to strengthen the Swarm so that I can [Angry 70]take down Mengsk.[/Angry]
Conversation/zSM_RogueQueen/Line00140=Das hast du doch bei mir auch gedacht? /// Isn't that what you thought about me?
Conversation/zSM_RogueQueen/Line00141=Nein, Zagara. /// No, Zagara.
Conversation/zSM_RogueQueen/Line00142=Gewalt ist nur ein Mittel. Ich setze sie ein, wenn es nötig ist. Ein Anführer nutzt für jede Aufgabe die richtigen Werkzeuge. /// Violence is a tool. I use it when [Serious]I have to.[/Serious] But a leader uses [Serious]the right tool [/Serious]for the job.
Conversation/zSM_RogueQueen/Line00143=Für einen Anführer ist alles und jeder ein Werkzeug. /// To a leader, everything -- and everybody -- is a tool.
Conversation/zSM_RogueQueen/Line00144=Erzähl mir davon. /// Tell me of it.
Conversation/zSM_RogueQueen/Line00145=Er wird es mir sagen? /// He will tell me?
Conversation/zSM_RogueQueen/Line00146=Sprich mit Abathur in der Evolutionsgrube. /// [Serious]Talk to Abathur[/Serious] in the evolution pit.
Conversation/zSM_RogueQueen/Line00147=Er wird dich weiterentwickeln. Geh. /// He will [Serious]change you. Go.[/Serious]
Conversation/zSM_RogueQueen/Line00148=Ich kann es dir nicht erklären. Vielleicht wrist du es mit der Zeit verstehen. /// I can't explain it to you. Perhaps you will understand in time.
Conversation/zSM_RogueQueen/Line00149=Deine Strategie gegen die Terraner war seltsam. Aber ich verstehe sie nun. /// Your strategy against the terrans was strange. But I understand it now.
Conversation/zSM_RogueQueen/Line00150=Abathurs Änderungen tragen Früchte. Erinnerst du dich daran, was ich dir auf dem Schlachtfeld erzählt habe? /// [Happy 75]Abathur's changes are bearing fruit.[/Happy] Do you [Serious 75]remember[/Serious] what I told you on the battlefield?
Conversation/zSM_RogueQueen/Line00151=Weitblick? Ist das so etwas wie Verschlagenheit? /// Vision. Is this like cunning?
Conversation/zSM_RogueQueen/Line00152=Nein. /// No.
Conversation/zSM_RogueQueen/Line00153=Hinterhältigkeit? /// Viciousness?
Conversation/zSM_RogueQueen/Line00154=Abathur. Geh zu ihm. /// Abathur. Go to him.
Conversation/zSM_RogueQueen/Line00155=Seine Eingriffe sind schmerzhaft. /// His work is painful.
Conversation/zSM_RogueQueen/Line00156=Seine Eingriffe werden dich Weitsicht begreifen lassen. /// [Serious]His work[/Serious] will make you understand vision.
Conversation/zSM_RogueQueen/Line00157=Dann gehe ich. /// I will go.
Conversation/zSM_RogueQueen/Line00158=Wir haben die Terraner in die Enge getrieben. /// The terran is cornered.
Conversation/zSM_RogueQueen/Line00159=Terraner, die keinen Ausweg sehen, sind die gefährlichsten. /// Cornered terrans are [Serious]the most dangerous kind.[/Serious]
Conversation/zSM_RogueQueen/Line00160=Gefährlich oder nicht, wir werden sie vernichten. /// Dangerous or not, we will crush them.
Conversation/zSM_RogueQueen/Line00161=Respektiere deinen Feind, Zagara. Er ist gefährlicher, als du denkst. /// [Surprise 60]Respect your opponent, Zagara.[/Surprise] He has teeth you cannot see.
Conversation/zSM_RogueQueen/Line00162=Von der alten Königin der Klingen habe ich so etwas nie gehört. /// The old Queen of Blades did not speak as you do.
Conversation/zSM_RogueQueen/Line00163=Die Zeiten haben sich geändert. Gewöhn dich dran. /// Times have changed. [Serious]Adapt.[/Serious]
Conversation/zSM_RogueQueen/Line00164=Du hast es geschafft. Char ist dein. /// You have done it. Char is yours.
Conversation/zSM_RogueQueen/Line00165=Char ist unser. Der Schwarm ist größer als die Summe seiner Teile. /// [Serious]Char is ours.[/Serious] The Swarm is greater [Serious]than the sum of its parts.[/Serious]
Conversation/zSM_RogueQueen/Line00166=Was du sagst, klingt seltsam. Du sagst Dinge, die schwach klingen. Aber trotzdem vernichtest du weiterhin deine Feinde. /// You speak so strangely. You say things that sound weak. [Surprise 70]Yet you continue to destroy your enemies.[/Surprise]
Conversation/zSM_RogueQueen/Line00167=Daraus solltest du etwas lernen. /// There's a lesson for you there.
Conversation/zSM_RogueQueen/Line00168=Ich werde dir dienen, meine Königin, und ich werde von dir lernen. Wollen wir eine weitere Welt erobern? /// I will serve you, my queen, and I will learn from you. Shall we conquer another world?
Conversation/zSM_RogueQueen/Line00169=Ich kann es dir nicht erklären. Vielleicht wirst du es mit der Zeit verstehen. /// I can't explain it to you. Perhaps you will understand in time.
Conversation/zSM_RogueQueen/Line00170=Er wird dich weiterentwickeln. Geh. /// He will [Serious]change you. Go.[/Serious]
Conversation/zSM_RogueQueen/Line00171=Sprich mit Abathur in der Evolutionsgrube. /// [Serious]Talk to Abathur[/Serious] in the evolution pit.
Conversation/zSM_RogueQueen/Line00172=Abathurs Änderungen tragen Früchte. Erinnerst du dich daran, was ich dir auf dem Schlachtfeld erzählt habe? /// [Happy 75]Abathur's changes are bearing fruit.[/Happy] Do you [Serious 75]remember[/Serious] what I told you on the battlefield?
Conversation/zSM_RogueQueen/Line00173=Nein. /// No.
Conversation/zSM_RogueQueen/Line00174=Abathur. Geh zu ihm. /// Abathur. Go to him.
Conversation/zSM_RogueQueen/Line00175=Seine Eingriffe werden dich Weitsicht begreifen lassen. /// [Serious]His work[/Serious] will make you understand vision.
Conversation/zSM_RogueQueen/Line00176=Terraner, die keinen Ausweg sehen, sind die gefährlichsten. /// Cornered terrans are [Serious]the most dangerous kind.[/Serious]
Conversation/zSM_RogueQueen/Line00177=Respektiere deinen Feind, Zagara. Er ist gefährlicher, als du denkst. /// [Surprise 60]Respect your opponent, Zagara.[/Surprise] He has teeth you cannot see.
Conversation/zSM_RogueQueen/Line00178=Die Zeiten haben sich geändert. Gewöhn dich dran. /// Times have changed. [Serious]Adapt.[/Serious]
Conversation/zSM_RogueQueen/Line00179=Char ist unser. Der Schwarm ist größer als die Summe seiner Teile. /// [Serious]Char is ours.[/Serious] The Swarm is greater [Serious]than the sum of its parts.[/Serious]
Conversation/zSM_RogueQueen/Line00180=Daraus solltest du etwas lernen. /// There's a lesson for you there.
Conversation/zSM_RogueQueen/Line00181=Werde ich dein Geheimnis an diesem Ort verstehen lernen? /// Will I come to understand your secret in that place?
Conversation/zSM_RogueQueen/Line00182=Auf diesem Leviathan gibt es eine Evolutionsgrube. Gehe dort hin und lerne. /// [Serious]There is an evolution pit[/Serious] on this leviathan. [Serious]Go there[/Serious] and learn.
Conversation/zSM_RogueQueen/Line00183=Du wirst dich verändern und vielleicht wird dir das helfen, es zu verstehen. Nun geh. /// [Surprise 60]You will change[/Surprise], and [Surprise 50]perhaps[/Surprise] that will help you understand. [Serious]Go.[/Serious]
Conversation/zSM_RogueQueen/Line00184=Auf diesem Leviathan gibt es eine Evolutionsgrube. Gehe dort hin und lerne. /// [Serious]There is an evolution pit[/Serious] on this leviathan. [Serious]Go there[/Serious] and learn.
Conversation/zSM_RogueQueen/Line00185=Du wirst dich verändern und vielleicht wird dir das helfen, es zu verstehen. Nun geh. /// [Surprise 60]You will change[/Surprise], and [Surprise 50]perhaps[/Surprise] that will help you understand. [Serious]Go.[/Serious]
Conversation/zSM_RogueQueen/Line00187=Erinnerst du dich daran, was ich dir über Weitblick auf dem Schlachtfeld beigebracht habe. /// Do you remember what I told you about vision on the battlefield? 
Conversation/zSM_RogueQueen/Line00188=Erinnerst du dich daran, was ich dir über Weitblick auf dem Schlachtfeld beigebracht habe. /// Do you remember what I told you about vision on the battlefield? 
Conversation/zSM_RogueQueen/Line00190=Geh zurück zur Evolutionsgrube. Du musst noch mehr wachsen. /// Return to the evolution pit. [Serious]You still need to grow.[/Serious]
Conversation/zSM_RogueQueen/Line00191=Es ist schmerzhaft. /// It is painful.
Conversation/zSM_RogueQueen/Line00192=Das sind Veränderungen immer. Dadurch wirst du Weitsicht verstehen lernen. /// [Serious]Change always is.[/Serious] It will make you understand vision.
Conversation/zSM_RogueQueen/Line00193=Geh zurück zur Evolutionsgrube. Du musst noch mehr wachsen. /// Return to the evolution pit. [Serious]You still need to grow.[/Serious]
Conversation/zSM_RogueQueen/Line00194=Das sind Veränderungen immer. Dadurch wirst du Weitsicht verstehen lernen. /// [Serious]Change always is.[/Serious] It will make you understand vision.
Conversation/zSM_Stukov/Comment00015=Sie lächeln einander an. /// They smile at each other.
Conversation/zSM_Stukov/Group00001=Stukov: Storymodus-Konversationen /// Stukov Storymode conversations
Conversation/zSM_Stukov/Group00002=VERALTET /// OBSOLETE
Conversation/zSM_Stukov/Group00003=Vor Hybrid03 /// Before Hybrid03
Conversation/zSM_Stukov/Group00006=Nach Hybrid03 /// After Hybrid03
Conversation/zSM_Stukov/Group00008=Vor Korhal02 /// Before Korhal02
Conversation/zSM_Stukov/Group00009=Vor Korhal03 /// Before Korhal03
Conversation/zSM_Stukov/Group00010=Vor Hybrid02 /// Before Hybrid02
Conversation/zSM_Stukov/Group00011=Vor Hybrid01 /// Before Hybrid01
Conversation/zSM_Stukov/Group00012=Hybrid-Storybogen /// Hybrid Arc
Conversation/zSM_Stukov/Group00013=Hybrid-Storybogen /// Korhal Arc
Conversation/zSM_Stukov/Group00015=Raum-Storybogen /// Space Arc
Conversation/zSM_Stukov/Group00016=Irgendwann vor Space02. /// Any time before Space02
Conversation/zSM_Stukov/Group00017=Spieler entschied, zu bleiben OBSOLETE /// Player chose to Stay OBSOLETE
Conversation/zSM_Stukov/Line00017=Wenn du gehen willst, werde ich dich nicht aufhalten. /// If you want to leave, I won't stop you.
Conversation/zSM_Stukov/Line00019=Narud ist tot, das Hybridenlabor zerstört. Ich bin das letzte lose Ende. Vermutlich wirst du mich nun töten. /// Narud is dead and the hybrid lab is destroyed. I am the final loose end. [Sad 70]I suppose you kill me now.[/Sad]
Conversation/zSM_Stukov/Line00046=Ha. Wohin sollte ich gehen? Halb Zerg, halb Mensch? Ein Monster. /// Hah! Where would I go? Half man, half zerg? A monster.
Conversation/zSM_Stukov/Line00071=In einer Stunde wird Arcturus Mengsk tot sein - oder ich. Sollte ich noch am Leben sein, werde ich aufbrechen, um Amon zu suchen. /// In one hour, either [Angry 70]Arcturus Mengsk will be dead[/Angry] -- or [Serious 70]I will.[/Serious] If I'm still alive, I will set out to find Amon.
Conversation/zSM_Stukov/Line00072=Den gefallenen Xel'Naga. Ein Wesen von unbekannter Macht. /// The fallen xel'naga. A being of unknowable power.
Conversation/zSM_Stukov/Line00073=Wir haben nicht die geringste Chance gegen ihn. /// There's no way we can win.
Conversation/zSM_Stukov/Line00074=Weil die andere Option ist, sich hinzukauern und zu sterben. /// Because the only other option is to lie down and die.
Conversation/zSM_Stukov/Line00075=Ich bin auf deiner Seite. /// I am with you.
Conversation/zSM_Stukov/Line00076=Nun ... Ich wollte nie an Altersschwäche sterben. Ein Kampf gegen einen Gott, bis zum bitteren Ende? Klingt nach einem würdigen Tod. /// Well, I never wanted to die lying down. So, fight a god to the bitter end? That sounds like a worthy death.
Conversation/zSM_Stukov/Line00077=Ich denke, so einfach wird es nicht werden. Mit Arcturus ist es das nie. /// I [Serious]don't think[/Serious] it will be that simple. [Angry 70]It never is with Arcturus.[/Angry]
Conversation/zSM_Stukov/Line00078=Hier stehst du nun, vor der Haustür des Gegners. Das Ende ist nah. /// Here you are, at the enemy's doorstep. It is almost over.
Conversation/zSM_Stukov/Line00079=Er erwägt immer alle Möglichkeiten. Er weiß, wohin du gehen wirst, bevor du es tust. /// He thinks around you, that one. He knows where you'll walk before you do.
Conversation/zSM_Stukov/Line00080=Aber du warst Teil so vieler seiner Pläne - als Komplize oder Opfer. Den einen oder anderen Trick hast du dir sicher abgeschaut, oder? /// But you've been part of so many of his plans -- as accomplice or victim. [Happy]I am sure you learned a trick or two, yes?[/Happy]
Conversation/zSM_Stukov/Line00081=In der Tat. Wir werden bald sehen, ob ich eine gute Schülerin war. /// I did. We'll find out [Serious]very soon[/Serious] if I was a good student.
Conversation/zSM_Stukov/Line00108=Ich verstehe dich, glaub mir. Bleib beim Schwarm und vielleicht wird sich ein Weg vor dir auftun. /// I understand, believe me. Stay with the Swarm and perhaps the way will become clear.
Conversation/zSM_Stukov/Line00111=Zumindest wird es interessant werden. /// If nothing else, it will be interesting.
Conversation/zSM_Stukov/Line00113=Wenn ich die Sterne so vor mir sehe, denke ich an die Erde. Ich erinnere mich an ihre grünen Hügel. /// When I see the stars arrayed before me like this, I think of Earth. [Happy 75]I remember its green hills.[/Happy]
Conversation/zSM_Stukov/Line00114=Du kannst nicht nach Hause zurückkehren. /// You can't go home again.
Conversation/zSM_Stukov/Line00115=Ich weiß. Auf der Erde ist für mich kein Platz mehr. /// I know. I have no place on Earth now.
Conversation/zSM_Stukov/Line00116=Ich meinte, ich würde es dir nicht gestatten. Deine Rückkehr würde von der Erdregierung bemerkt werden. /// I mean I won't [Serious]let you.[/Serious] Your return would be noticed by the government of Earth.
Conversation/zSM_Stukov/Line00119=Eines Tages werden sie zurückkehren, das weißt du. /// They will come back someday, you know.
Conversation/zSM_Stukov/Line00120=Ja. Und ich werde darauf vorbereitet sein. /// I do. And I will be ready for them.
