Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Артанис /// Artanis=1
Conversation/MechGunner/Line00043,Каналы связи работают. /// Comm channels clear.=5377
Conversation/MechGunner/Line00044,Ну вот и... все. /// Service complete.=5378
Conversation/MechGunner/Line00045,О нет! Зерги получили контроль над «Циклоном»! /// Oh no! The zerg took control of my cylone!=5379
Conversation/MechGunner/Line00046,Черт, «Циклон» заражен! /// Dammit, the unit's been infested!=5380
Conversation/MechGunner/Line00047,Я потеряла контроль над «Циклоном»! /// I've lost control of the cyclone!=5381
Conversation/MechGunner/Line00048,Кажется, они отдают ему приказы. /// I think they're issuing it orders.=5382
Conversation/MechGunner/Line00049,Может, позвонить в техподдержку? /// Should we call tech support?=5383
Conversation/MechGunner/Line00050,Я подергала провод, но ничего не произошло. /// I jiggled the cable, but nothing happened.=5384
Conversation/MechGunner/Line00051,Как-то это все мерзко. /// Everything about this is gross.=5385
Conversation/MechGunner/Line00052,Фу, похоже, они пытаются со мной говорить. /// Ew, it's like they're trying to communicate.=5386
Conversation/MechGunner/Line00053,Не знаю... Перезагрузи его снова. /// I don't know... Reboot it again!=5387
Conversation/MechGunner/Line00054,Мой «Циклон» под контролем зергов! /// My cyclone's under zerg control!=5388
Conversation/MechGunner/Line00055,Кому положено о таком сообщать? /// Who do we report this to?=5389
Conversation/MechGunner/Line00056,Да что же... Он перешел в боевой режим. /// Oh no, it's switched into combat mode.=5390
Conversation/MechGunner/Line00057,Они атакуют... Нужно что-то делать! /// They're attacking... We have to do something!=5391
Conversation/MechGunner/Line00058,Не могу на это смотреть. /// I can't watch this.=5392
Conversation/MechGunner/Line00059,Они произвели захват цели. /// They've locked onto a target.=5393
Conversation/MechGunner/Line00060,Системы вооружения активируются. Не могу отменить! /// Systems are arming. I can't stop it!=5394
Conversation/MechGunner/Line00061,Ой, эй... Он снова атакует... /// Uh, hey... It's engaging again...=5395
Conversation/MechGunner/Line00062,Что они сейчас делают? /// What are they doing now?=5396
Conversation/MechGunner/Line00063,И куда они его теперь отправили? /// Where are they moving it to now?=5397
Conversation/MechGunner/Line00066,Мы можем засечь его положение? Нет? /// Can we report it's location? No?=5398
Conversation/MechGunner/Line00067,Камеры показывают, что он движется... куда-то. /// Cameras show it's moving somewhere.=5399
Conversation/MechGunner/Line00068,Не могу сказать, где он... Тут все такое одинаковое. /// Can't tell where it is... Everything looks the same.=5400
Conversation/MechGunner/Line00069,Ну отлично, он движется... /// Great, it's moving...=5401
Conversation/MechGunner/Line00070,Зерги приказали ему двигаться. /// Zerg just issued a movement command.=5402
Conversation/MechGunner/Line00071,<усилие> Нет, не могу даже сменить курс. /// <exertion> Nope, can't even change direction.=5403
Conversation/MechGunner/Line00072,Погоди-ка, я вижу камень. Он возле камня! /// Wait, I see a rock. It's by a rock!=5404
Conversation/Name/InfantryJumper,Commando=5405
Conversation/Name/MechGunner,Cyclone=5406
Conversation/Name/RobotPusher,Disruptor=5407
Conversation/RobotPusher/Group00001,Unit VO=5408
Conversation/RobotPusher/Group00002,Ready=5409
Conversation/RobotPusher/Group00003,What=5410
Conversation/RobotPusher/Group00004,Yes=5411
Conversation/RobotPusher/Group00005,Attack=5412
Conversation/RobotPusher/Group00006,Help=5413
Conversation/RobotPusher/Group00007,Pissed=5414
Conversation/RobotPusher/Group00008,Death=5415
Conversation/RobotPusher/Group00009,Neural Parasite=5416
Conversation/RobotPusher/Group00010,Ready=5417
Conversation/RobotPusher/Group00011,What=5418
Conversation/RobotPusher/Group00012,Attack=5419
Conversation/RobotPusher/Group00013,Death=5420
Conversation/RobotPusher/Line00001,Ассимиляция завершена. /// Assimilation successful.=5421
Conversation/RobotPusher/Line00002,Приказывай. /// Your command?=5422
Conversation/RobotPusher/Line00003,Жду указаний. /// Awaiting directive.=5423
Conversation/RobotPusher/Line00004,Во славу Роя. /// For the Swarm.=5424
Conversation/RobotPusher/Line00005,Повинуюсь. /// I obey.=5425
Conversation/RobotPusher/Line00006,Я живу. /// I live on.=5426
Conversation/RobotPusher/Line00007,Повелевай. /// Presiding.=5427
Conversation/RobotPusher/Line00008,Говори, и тебя услышат. /// Speak, and be heard.=5428
Conversation/RobotPusher/Line00009,Жду приказов. /// Your demands?=5429
Conversation/RobotPusher/Line00010,Мы начнем сначала. /// We begin anew.=5430
Conversation/RobotPusher/Line00011,Возрождение былой славы! /// Ancient glory reborn.=5431
Conversation/RobotPusher/Line00012,Вечное служение. /// Eternal service.=5432
Conversation/RobotPusher/Line00013,Понимаю. /// I comprehend.=5433
Conversation/RobotPusher/Line00014,Поистине. /// Veritably.=5434
Conversation/RobotPusher/Line00015,Да будет так. /// So be it.=5435
Conversation/RobotPusher/Line00016,Повиновение. /// Obedience.=5436
Conversation/RobotPusher/Line00017,Я понял тебя. /// It is known.=5437
Conversation/RobotPusher/Line00018,С честью. /// With honor.=5438
Conversation/RobotPusher/Line00019,Перворожденные восторжествуют! /// The Firstborn will triumph!=5439
Conversation/RobotPusher/Line00020,Начинаю перегрузку. /// Overloading.=5440
Conversation/RobotPusher/Line00021,Очищение. /// Purification.=5441
Conversation/RobotPusher/Line00022,Демонстрация силы? /// A demonstration?=5442
Conversation/RobotPusher/Line00023,Уточняю схему атаки. /// Calibrating attack pattern.=5443
Conversation/RobotPusher/Line00024,Дара де хассар. /// Dara de khassar.=5444
Conversation/RobotPusher/Line00026,Запрашиваю подкрепление! /// Deliver reinforcements!=5445
Conversation/RobotPusher/Line00027,Враги вокруг нас. /// Our foes surround us.=5446
Conversation/RobotPusher/Line00028,Я смиренно выслушаю тебя. /// I will listen and be patient.=5447
Conversation/RobotPusher/Line00029,Внемлю твоей мудрости. /// I shall receive your wisdom.=5448
Conversation/RobotPusher/Line00030,Но обладаешь ли ты мудростью? /// Do you even possess any wisdom?=5449
Conversation/RobotPusher/Line00031,Я думал, что в новой жизни меня будут окружать лишь достойнейшие. Но по правде... будущее полно дураков. /// I thought I would be surrounded by the best and the brightest if I became a Purifier. Instead, the future is full of idiots. =5450
Conversation/RobotPusher/Line00032,Быть искусственным разумом не так плохо. Только на душе... шаром покати. /// Life as an artificial intelligence is really not so bad. You might even say... it's ballin'.=5451
Conversation/RobotPusher/Line00033,<HAL impression> Я готов к работе, все мои системы функционируют исправно... Разве что-то может пойти не так? /// <HAL impression> I am completely operational, and all my circuits are functioning perfectly... Just ask the kalathi.=5452
Conversation/RobotPusher/Line00034,Ай! Почему я запрограммирован испытывать боль? /// Ow! Why was I programmed to feel pain?=5453
Conversation/RobotPusher/Line00035,Настала пора исчезнуть... окончательно. /// The true end has come.=5454
Conversation/RobotPusher/Line00036,Так вот какова моя участь. /// So this is to be my fate.=5455
Conversation/RobotPusher/Line00037,<Предсмертный возглас> /// <Death exertion>=5456
Conversation/RobotPusher/Line00040,Мое сознание пробудилось. /// Conciousness awakened.=5457
Conversation/RobotPusher/Line00041,Ну вот и... все. /// Service complete.=5458
Conversation/RobotPusher/Line00042,Я был создан пацифистом. Но порой я так завожусь, что могу и взорваться. /// I was designed to be a pacifist. But I will admit... When I get charged up, I've been known to explode.=5459
Conversation/RobotPusher/Line00043,Все тамплиеры так относятся к искусственным формам жизни? Помни, мы живем дольше вас. И ничего не забываем. /// Is this how the Templar treat all robotic life-forms? You would to well to remember, we will outlive you, and we do not forget.=5460
Conversation/RobotPusher/Line00044,Внимание. Данные в матрице памяти повреждены... Перезагрузка. <SFX: Apple style activation noise> Приветствую, вершитель! Я твой новый дестабилизатор. Готов внимать твоей мудрости. /// Warning. Memory matrix corrupted... Reboot in progress. <SFX: Apple style activation noise>< Greetings, executor! I am your new Disruptor. I look forward to learning from you.=5461
VoiceOver/Adept/Attack00,Я – длань иерарха. /// I am the will of the Hierarch.=5462
VoiceOver/Adept/Attack01,Да будет быстрой твоя смерть. /// May your death be swift.=5463
VoiceOver/Adept/Attack02,Битва покроет нас славой! /// To glorious battle!=5464
VoiceOver/Adept/Attack03,Смерть всем, кто противостоит нам! /// Spare none who oppose us!=5465
VoiceOver/Adept/Attack04,Перворожденные победят! /// Victory for the Firstborn!=5466
VoiceOver/Adept/Attack05,Во имя Селендис! /// For Selendis!=5467
VoiceOver/Adept/Attack06,Энергетическая глефа заряжена. /// Glaive cannon armed.=5468
VoiceOver/Adept/Attack07,Истребление. /// Eradication.=5469
VoiceOver/Adept/Death00,За Айур... /// For Aiur...=5470
VoiceOver/Adept/Death_NP00,Ну вот и... все. /// Service complete.=5471
VoiceOver/Adept/Help00,Я столкнулась с противником! /// I have met the enemy!=5472
VoiceOver/Adept/Help01,Нас ждет славный бой! /// Glorious combat is upon us!=5473
VoiceOver/Adept/Pissed00,Мы — слуги иерарха. /// We are the stewards of the Hierarchy.=5474
VoiceOver/Adept/Pissed01,Протоссы вернут себе Айур. Любой ценой. /// Aiur will be reclaimed, at any cost.=5475
VoiceOver/Adept/Pissed02,Некоторые тамплиеры считают себя щитами, ибо они — непоколебимые и несокрушимые защитники правды.=5476
VoiceOver/Adept/Pissed03,Некоторые — оружием, мощным и бьющим точно в цель. /// Others see themselves as a weapon, powerful and precise.=5477
