Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Isza /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stiukow /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Zainfekowana Kerrigan /// Kerrigan Infested
Conversation/zSM_ZergAdjutant/Line00188=Odszedł. Cokolwiek teraz robi… nie stanowi zagrożenia. [Serious 80]Przynajmniej na razie.[/Serious] /// He's gone. Whatever agenda he's pursuing... he's not a threat to me. [Serious 80]Not right now, at least.[/Serious]
Conversation/zSM_ZergAdjutant/Line00189=Zmieniliśmy się. Teraz czekają na nas inne światy. /// We have changed. And now, other worlds await.
Conversation/zSM_ZergAdjutant/Line00190=Nie wykrywam mrocznego templariusza. Czy ukrywa się na lewiatanie i czeka, żeby zaatakować? /// I cannot detect the dark templar. Is he hidden on the leviathan, waiting to strike?
Conversation/zSM_ZergAdjutant/Line00194=Przecież wszyscy poza zergami to wrogowie. /// Isn't anything not zerg a threat to us?
Conversation/zSM_ZergAdjutant/Line00195=Nie kwestionuj moich słów, Isza. /// Do not question me, Izsha.
Conversation/zSM_ZergAdjutant/Line00196=Wedle rozkazu, królowo. /// As you say, my queen.
Conversation/zSM_ZergAdjutant/Line00197=Kiedyś były tu miliardy zergów. Co się stało? /// There used to be billions of zerg here. What happened?
Conversation/zSM_ZergAdjutant/Line00198=Rozumiem. A co ze szczepami, które pozostały w przestrzeni kosmicznej? /// I see. But what of the broods that were still out in deep space?
Conversation/zSM_ZergAdjutant/Line00199=Nie pozwolę, by to się powtórzyło. /// That will not happen again.
Conversation/zSM_ZergAdjutant/Line00200=Wszystkie szczepy w gotowości. Walczymy z Warfieldem, najlepszym generałem terran. /// I want all the broods ready. We face Warfield, the best general the terrans have.
Conversation/zSM_ZergAdjutant/Line00201=Na pewno nie może się z tobą równać. Podbiłaś protosów i zergi. /// Surely he is no match for you. You have conquered zerg and protoss alike.
Conversation/zSM_ZergAdjutant/Line00202=Nie lekceważ terran. Już raz mnie pokonali. /// Don't underestimate the terrans. They defeated me once before.
Conversation/zSM_ZergAdjutant/Line00206=Char jest znowu nasza. /// Char is ours, once again.
Conversation/zSM_ZergAdjutant/Line00208=Wrogowie będą się nas bać. /// Our enemies should fear us.
Conversation/zSM_ZergAdjutant/Line00209=Do tego jeszcze daleka droga. /// We still have a long way to go.
Conversation/zSM_ZergAdjutant/Line00210=Jesteśmy niezliczeni, jesteśmy nieustępliwi, [Serious 50]ewoluujemy.[/Serious] /// We are numberless, we are relentless, [Serious 50]and we are evolving.[/Serious]
Conversation/zSM_ZergAdjutant/Line00211=I skończyliśmy na Char. Niedługo zdecyduję, gdzie ruszymy dalej. /// We are also done on Char. I will decide on our next destination soon.
Conversation/zSM_ZergAdjutant/Line00212=Opowiedz mi o lewiatanie. /// Tell me about this leviathan.
Conversation/zSM_ZergAdjutant/Line00213=Ciekawe, dlaczego tak chętnie rezygnują z niezależności? /// I wonder why they are willing to give up their independence?
Conversation/zSM_ZergAdjutant/Line00214=To dobry znak, że część matek szczepu wraca do roju. /// It is a good sign that some of your broodmothers are returning to the fold.
Conversation/zSM_ZergAdjutant/Line00215=Może nie wszystkie chcą rządzić rojem. /// Perhaps not all of them wish to rule the Swarm.
Conversation/zSM_ZergAdjutant/Line00217=A może wiedzą, że w grupie siła. /// And perhaps they know there is safety in numbers.
Conversation/zSM_ZergAdjutant/Line00220=W jamie ewolucyjnej możesz rozwijać i ulepszać swój rój. Pomoże ci stwór o imieniu Abatur. /// You can evolve and upgrade your Swarm in the evolution pit. The creature Abathur can help you.
Conversation/zSM_ZergAdjutant/Line00223=Oczywiście, królowo. Ale jest nas niewiele. /// Of course, my queen. But our numbers are few.
Conversation/zSM_ZergAdjutant/Line00224=Zanim podbijesz inne światy, może zechcesz odzyskać wojska na Char? /// Before conquering other worlds, you may wish to reclaim your forces here on Char.
Conversation/zSM_ZergAdjutant/Line00225=Zanim podbijesz inne światy, może zechcesz odzyskać wojska na Kaldirze? /// Before conquering other worlds, you may wish to reclaim your forces here on Kaldir.
Conversation/zSM_ZergAdjutant/Line00226=I może mnie zabrać, gdzie sobie zażyczę? /// And it can take me to any world I wish?
Conversation/zSM_ZergAdjutant/Line00230=To jedno z najmniej gościnnych miejsc w sektorze Koprulu. Może Nafash myślała, że się tutaj ukryje. /// It is one of the least hospitable places in the Koprulu Sector. Perhaps Nafash thought she could hide here.
Conversation/zSM_ZergAdjutant/Line00233=Jak Zagara może ci się sprzeciwiać? To jasne, że nie ma szans. /// How can Zagara stand against you? Surely she has no chance.
Conversation/zSM_ZergAdjutant/Line00235=Zagara jest inna niż reszta matek szczepów. Twardsza. Agresywniejsza. /// Zagara is different than the other broodmothers. [Serious]Tougher. Meaner.[/Serious]
Conversation/zSM_ZergAdjutant/Line00236=Mówisz, jakbyś ją podziwiała. /// You sound as if you admire her.
Conversation/zSM_ZergAdjutant/Line00237=Wiem, jak to jest znaleźć się w potrzasku, a mimo to walczyć dalej. /// I know something about being cornered and deciding to fight anyway.
Conversation/zSM_ZergAdjutant/Line00238=Nie ułatwi nam zadania. /// She won't make it easy.
Conversation/zSM_ZergAdjutant/Line00239=Kolejny świat dla roju. Szczepy się jednoczą. /// Another world for the Swarm. The broods are coming back together.
Conversation/zSM_ZergAdjutant/Line00241=Jest jeszcze wiele do zrobienia. /// There is still much to do.
Conversation/zSM_ZergAdjutant/Line00242=I skończyliśmy na Char. Niedługo zdecyduję, gdzie ruszymy dalej. /// We are also done on Char. I will decide on our next destination soon.
Conversation/zSM_ZergAdjutant/Line00244=Czy przybycie tutaj było błędem? Wiele ryzykujemy mieszając protosów do naszej wojny z terranami. /// Was it a mistake to come here? We risk much by bringing the protoss into our war against the terrans.
Conversation/zSM_ZergAdjutant/Line00245=Potrzebowałam esencji szczepu Nafash. Wyewoluowała w nich niespotykany poziom agresji. Konflikt z protosami był nieunikniony.  /// I needed the essence of Nafash's brood. She evolved it to new heights of aggression. Conflict with the protoss was inevitable. 
Conversation/zSM_ZergAdjutant/Line00247=Rozumiem. /// I see.
Conversation/zSM_ZergAdjutant/Line00251=Nasi zwiadowcy donoszą o dużym statku protosów po drugiej stronie księżyca. /// Our scouts report a large protoss ship on the other side of the moon.
Conversation/zSM_ZergAdjutant/Line00252=To statek międzygwiezdny, na którym przybyli.  /// The interstellar ship they used to travel here. 
Conversation/zSM_ZergAdjutant/Line00253=Nie jest jeszcze gotowy do startu, ale będzie, zanim tam dotrzemy. /// It is not yet ready for launch, but it will be before we can get to it.
Conversation/zSM_ZergAdjutant/Line00256=[Serious 80]Są nieustępliwi, to trzeba im przyznać[/Serious]. Ale jestem na to gotowa. /// [Serious 80]They're tenacious, I'll give them that[/Serious]. But I am ready for this.
Conversation/zSM_ZergAdjutant/Line00257=To statek międzygwiezdny, na którym przybyli.  /// The interstellar ship they used to travel here. 
Conversation/zSM_ZergAdjutant/Line00259=[Serious 80]Są nieustępliwi, to trzeba im przyznać[/Serious]. Ale jestem na to gotowa. /// [Serious 80]They're tenacious, I'll give them that[/Serious]. But I am ready for this.
Conversation/zSM_ZergAdjutant/Line00260=Załatwione. Złota Armada nigdy nie dowie się, że tutaj byliśmy. /// It is done. [Sad 50]The Golden Armada will never know we were here.[/Sad]
Conversation/zSM_ZergAdjutant/Line00261=Cieszę się, że protoski nie ma już na lewiatanie. [Serious]Jej obecność psioniczna była niepokojąca.[/Serious] /// I am glad that protoss is no longer aboard our leviathan. [Serious]Her psionic presence was disturbing.[/Serious]
Conversation/zSM_ZergAdjutant/Line00262=Zginęła dzielnie, próbując ratować przyjaciół. /// She died bravely, trying to save her friends.
Conversation/zSM_ZergAdjutant/Line00263=Dlaczego obchodzi cię, jak zginął protos? /// Why do you care how the protoss died?
Conversation/zSM_ZergAdjutant/Line00264=Zabiję każdego, kto stanie mi na drodze. Ale nie musi mi się to podobać. /// I will kill anyone in my way. That doesn't mean I enjoy it.
Conversation/zSM_ZergAdjutant/Line00265=Nawet Arcturusa Mengska, królowo? Czy jego śmierć też ci się nie spodoba? /// Even Arcturus Mengsk, my queen? Will his death bring you no joy?
Conversation/zSM_ZergAdjutant/Line00266=Zamilcz, Isza. /// Stop talking, Izsha.
Conversation/zSM_ZergAdjutant/Line00267=Załatwione. Złota Armada nigdy nie dowie się, że tutaj byliśmy. /// It is done. [Sad 50]The Golden Armada will never know we were here.[/Sad]
Conversation/zSM_ZergAdjutant/Line00268=Zginęła dzielnie, próbując ratować przyjaciół. /// She died bravely, trying to save her friends.
Conversation/zSM_ZergAdjutant/Line00269=Zabiję każdego, kto stanie mi na drodze. Ale nie musi mi się to podobać. /// I will kill anyone in my way. That doesn't mean I enjoy it.
Conversation/zSM_ZergAdjutant/Line00270=Bądź cicho, Isza. /// Be silent, Izsha.
Conversation/zSM_ZergAdjutant/Line00277=Ale pierwotne karmią się esencją jednostek. Nieustannie ewoluują. Nie umierają. /// But the primals feed off the essence of individuals. They're in a state of constant evolution. [Surprise 70]They don't die.[/Surprise]
Conversation/zSM_ZergAdjutant/Line00278=Dopóki nie zabije ich kolejny pierwotny. /// Until they are killed by another primal.
Conversation/zSM_ZergAdjutant/Line00281=Prawda. Najlepsi łowcy wśród nich muszą być niewyobrażalnie starzy. [Serious]I niewyobrażalnie groźni.[/Serious] /// True. The most successful hunters among them must be incredibly ancient. [Serious]And incredibly dangerous.[/Serious]
Conversation/zSM_ZergAdjutant/Line00290=Dotarliśmy do przestrzeni kosmicznej terran. Skończyliśmy z laboratorium Dominium? /// We have arrived in Dominion space. Are we finished with the Dominion secret lab?
Conversation/zSM_ZergAdjutant/Line00291=Dotarliśmy do przestrzeni kosmicznej terran. Czy mamy wyruszyć na Korhal? /// We have arrived in Dominion space. Should we move on Korhal?
Conversation/zSM_ZergAdjutant/Line00292=Jeszcze nie. Najpierw muszę się czymś zająć. /// Not yet. I have to deal with something first.
Conversation/zSM_ZergAdjutant/Line00293=[Surprise 50]Czy dzięki temu zdobędziemy przewagę, królowo?[/Surprise] Czy Abatur ma czekać na nową esencję? /// [Surprise 50]Will this give us some special advantage my queen?[/Surprise] Should Abathur be ready for new essence?
Conversation/zSM_ZergAdjutant/Line00294=[Serious 80]Milcz, Isza. [/Serious]To sprawa osobista. Źle się skończy, ale muszę to załatwić. /// [Serious]Silence, Izsha.[/Serious] This is a personal matter. It will end badly, but I must see it through.
Conversation/zSM_ZergAdjutant/Line00295=Są mi niezbędni do realizacji planów. /// They were necessary to my plans.
Conversation/zSM_ZergAdjutant/Line00296=Matki szczepu niechętnie współpracują z terranami. /// The broodmothers dislike working with terrans.
Conversation/zSM_ZergAdjutant/Line00298=Powiedz im, że mają zostawić terran w spokoju. Taka jest moja wola. /// Tell them the terrans are not to be harmed. It is my will.
Conversation/zSM_ZergAdjutant/Line00299=Przekażę, królowo. /// I will tell them, my queen.
Conversation/zSM_ZergAdjutant/Line00314=Mogliśmy polec na wiele sposobów. Bałam się, że nie dotrzemy na powierzchnię. Ale udało się. /// There were so many ways to fail, I feared we would not make it to the surface. But we did.
Conversation/zSM_ZergAdjutant/Line00316=Jestem jednością z rojem, Isza. Jeśli przetrwamy tę walkę, czekają nas jeszcze większe bitwy. /// I am one with the Swarm, Izsha. If we survive this fight, we have even greater battles ahead.
Conversation/zSM_ZergAdjutant/Line00345=Teraz nic nie jest jasne, ale rój będzie istnieć. Jeśli zginiesz, znajdziemy nowego przywódcę. /// Now nothing is clear, but the Swarm will continue. If you die, we will serve another leader.
Conversation/zSM_ZergAdjutant/Line00346=To organizm, z którego dowodzisz rojem. A to jego układ nerwowy. /// It is the organism from which you command the Swarm. And this is its nerve center.
Conversation/zSM_ZergAdjutant/Line00347=Patrzę oczami moich nadrządców. Pierwotne zergi są fascynujące. Nie wykazują oznak starzenia. /// I'm looking through the eyes of my overlords. [Surprise 70]These primal zerg are fascinating. They show no signs of age.[/Surprise]
Conversation/zSM_ZergAdjutant/Line00349=Wszystkie organizmy się starzeją. Nawet zergi. /// All organisms age. Even zerg.
Conversation/zSM_ZergAdjutant/Line00380=W ogóle… tego nie pamiętam. /// I don't remember that... [Serious]at all.[/Serious]
Conversation/zSM_ZergAdjutant/Line00381=Sprawiłaś, że jesteśmy potężni. [Fear 60]Ale kiedy się zemścisz, czy nas zostawisz?[/Fear] /// You have made us so powerful. [Fear 60]But when you have your revenge, will you leave us?[/Fear]
Conversation/zSM_ZergAdjutant/Line00383=Wspólnie stawimy im czoła. /// We will face them together.
Conversation/zSM_ZergAdjutant/Line00384=Zniszczyliśmy potęgę Mengska. Od terran zależy, jak wykorzystają tę szansę. /// [Happy 70]We've shattered the power of Mengsk.[/Happy] It will be up to the terrans to make something of the opportunity.
Conversation/zSM_ZergAdjutant/Line00385=Cokolwiek nadejdzie, będę gotowa, królowo. /// Whatever comes, I am ready, my queen.
Conversation/zSM_ZergAdjutant/Line00386=Nawet jeśli przegramy i zginiemy, to i tak dokonaliśmy niemożliwego. /// Even if we fall and die in this battle, we've already done the impossible.
Conversation/zSM_ZergAdjutant/Line00387=To nic nie znaczy dla przyszłości roju. /// That means nothing to the future of the Swarm.
Conversation/zSM_ZergAdjutant/Line00388=Prawda, ale na orbicie nadal są matki szczepów z lewiatanami. Rój przetrwa, [Serious]bez względu na wszystko.[/Serious] /// True, but there are still broodmothers in orbit with their leviathans. The Swarm will continue, [Serious]no matter what.[/Serious]
Conversation/zSM_ZergAdjutant/Line00389=I na zawsze zostanie zmieniony. /// And it will be changed forever.
Conversation/zSM_ZergAdjutant/Line00393=Siła, którą tutaj zostawiłaś, trzyma terran w laboratorium. /// The force that you left here has kept the terrans penned inside their lab.
Conversation/zSM_ZergAdjutant/Line00394=Nadal kontrolujemy główne drzwi, a twój rój jest gotowy do wejścia w każdej chwili. /// We still control the main entrance, and your Swarm is ready to enter the breach at any time.
Conversation/zSM_ZergAdjutant/Line00395=Czyli nadal jest pod kontrolą. Dobrze. Martwiłam się, że… nie powinnam odchodzić. /// So it's still under control. Good. I was worried that I... shouldn't have left.
Conversation/zSM_ZergAdjutant/Line00396=Królowo? Nie rozumiem, przecież we wszystkim masz rację. /// My queen? I don't understand, you are always right in all things.
Conversation/zSM_ZergAdjutant/Line00397=Isza, jeszcze nigdy nie myliłaś się tak bardzo. /// Izsha, you've never been so wrong before.
Conversation/zSM_ZergAdjutant/Line00398=Wyczuwamy w laboratorium dziwne istoty. /// We are sensing strange entities in the lab.
Conversation/zSM_ZergAdjutant/Line00399=To znaczy poza hybrydami i zmiennokształtnym złem? /// You mean besides the hybrid and the evil shapeshifter?
Conversation/zSM_ZergAdjutant/Line00400=Wyczuwamy w środku protosów, królowo. Jest ich wielu. /// We are sensing protoss inside the lab, my queen. In great numbers.
Conversation/zSM_ZergAdjutant/Line00401=Widywałam ich już. To tal'darimowie. Nie przypominają protosów, których znam. /// I saw some of them inside already. Tal'darim. They are unlike any protoss I know.
Conversation/zSM_ZergAdjutant/Line00402=Z własnej woli służą Amonowi. Są jego wyznawcami. /// They serve Amon willingly. [Surprise 70]They worship him.[/Surprise]
Conversation/zSM_ZergAdjutant/Line00403=Wyznają martwego boga? /// They worship a dead god?
Conversation/zSM_ZergAdjutant/Line00404=Przez to są jeszcze groźniejsi. /// That makes them even more dangerous.
