Character/Name/ArtanisUI,阿塔尼斯 /// Artanis=0
Conversation/InfantryJumper/Line00023,(Laugh) /// (Laugh)=4829
Conversation/InfantryJumper/Line00024,电光四溅。 /// Sparking up.=4830
Conversation/InfantryJumper/Line00026,我这儿情况不太妙啊，老大！ /// Not doing so hot over here, boss!=4831
Conversation/InfantryJumper/Line00027,嘿，我这儿事态真的有点严重了！ /// Hey, things are getting real, real fast here!=4832
Conversation/InfantryJumper/Line00028,你想让我随时找你聊点啥？时间宝贵啊。 /// You plan on spitting it out any time soon? I'm on the clock.=4833
Conversation/InfantryJumper/Line00029,好吧，太空采矿基本设备。他们把这猛玩意叫电弧炮。你把它对准一颗小行星，扣动扳机，然后砰的一声，啥也没了，只剩下流星。 /// Alright, Space mining 101. They call this badboy an ARC gun. You point it an asteroid, squeeze the trigger, and BLAM, nothing but meteors.=4834
Conversation/InfantryJumper/Line00030,这玩意到底能不能轰掉一颗小行星我不知道，但它百分百能炸烂一头异虫倒是真的。 /// I figure if  it can crack open an asteroid, it can damn sure crack open a zerg.=4835
Conversation/InfantryJumper/Line00032,嘿！别把我当成你的作战人员一样呼来使去的。我是矿工，不是什么舞枪弄炮的。 /// Hey! Don't push me around like I'm one of your military men. I'm a miner, not a major.=4836
Conversation/InfantryJumper/Line00034,噢，我先声明，“跳到别人身上然后电死他们”这种事是绝对违反安全协议的。先说一下。 /// Oh and to be clear, this whole "leap on a guy and shock 'em to death" thing is DEFINATELY against the safety protocols. Just sayin'.=4837
Conversation/InfantryJumper/Line00035,如果你感觉反胃想吐，而正好你又在外太空里的时候，千万记得要忍住。真的，你吐的东西没地方去的，只会飞的到处都是。那简直是可怕极了。 /// If you think you need to puke while you're in deep space, don't. Seriously, it goes nowhere, and yet... everywhere. It's all kinds of messed up.=4838
Conversation/InfantryJumper/Line00036,呃。 /// Ugh.=4839
Conversation/InfantryJumper/Line00037,哦这好痛。 /// Man that hurts.=4840
Conversation/InfantryJumper/Line00038,<Death Exertion> /// <Death Exertion>=4841
Conversation/InfantryJumper/Line00042,就往这儿走。 /// Site's this way.=4842
Conversation/InfantryJumper/Line00043,在路上了。 /// Heading that way.=4843
Conversation/InfantryJumper/Line00044,没问题。 /// No problemo.=4844
Conversation/InfantryJumper/Line00045,电弧炮预备。 /// Arc's alight.=4845
Conversation/InfantryJumper/Line00046,一万伏特！ /// Ten thousand volts o' pain.=4846
Conversation/InfantryJumper/Line00047,咱们开始干吧。 /// Let's get cracking.=4847
Conversation/InfantryJumper/Line00048,又怎么了，进部队了就得听命令？伙计，你们是见人就抓来当兵的，好不好？ /// So what, I'm in the army now? Man, you guys are just taking everyone, huh?=4848
Conversation/InfantryJumper/Line00049,你先开钻，再丢核弹，然后你离开。顺序别搞错了。 /// You drill, you drop the nuke, and you leave. In that order.=4849
Conversation/InfantryJumper/Line00050,我还有事儿做呢，指挥官。没工夫整天坐在这儿跟你瞎扯淡。 /// I got real work to do, commander. Cant just sit here jabbering all day.=4850
Conversation/InfantryJumper/Line00051,总算有活儿干啦。 /// Finally, some work orders.=4851
Conversation/InfantryJumper/Line00053,解决那个，是吗？ /// That one, huh?=4852
Conversation/InfantryJumper/Line00056,包在我身上。 /// No skin off my back.=4853
Conversation/InfantryJumper/Line00057,嘿，什么事儿？ /// Yo.=4854
Conversation/InfantryJumper/Line00058,什么事儿，硬汉？ /// What's up tough guy?=4855
Conversation/InfantryJumper/Line00059,使命……完成。 /// Service complete.=4856
Conversation/MechGunner/Comment00001,Safety=4857
Conversation/MechGunner/Comment00002,Real version=4858
Conversation/MechGunner/Comment00003,Safety=4859
Conversation/MechGunner/Comment00004,Real version=4860
Conversation/MechGunner/Comment00005,Safety=4861
Conversation/MechGunner/Comment00006,Real version=4862
Conversation/MechGunner/Comment00007,Safety=4863
Conversation/MechGunner/Group00001,单位语音=4864
Conversation/MechGunner/Group00002,准备就绪=4865
Conversation/MechGunner/Group00003,What=4866
Conversation/MechGunner/Group00004,遵命=4867
Conversation/MechGunner/Group00005,Attack=4868
Conversation/MechGunner/Group00006,帮助=4869
Conversation/MechGunner/Group00007,Pissed=4870
Conversation/MechGunner/Group00008,Death=4871
Conversation/MechGunner/Group00009,神经寄生=4872
Conversation/MechGunner/Group00010,准备就绪=4873
Conversation/MechGunner/Group00011,What=4874
Conversation/MechGunner/Group00012,Attack=4875
Conversation/MechGunner/Group00013,Death=4876
Conversation/MechGunner/Group00014,遵命=4877
Conversation/MechGunner/Line00001,同化完成。 /// Assimilation successful.=4878
Conversation/MechGunner/Line00002,有何指令? /// Your command?=4879
Conversation/MechGunner/Line00003,等候调遣。 /// Awaiting directive.=4880
Conversation/MechGunner/Line00004,为虫群而战。 /// For the Swarm.=4881
Conversation/MechGunner/Line00005,遵命。 /// I obey.=4882
Conversation/MechGunner/Line00006,飓风就位。 /// Cyclone deployed.=4883
Conversation/MechGunner/Line00007,新的坐标？ /// New coordinates?=4884
Conversation/MechGunner/Line00008,正在接收。 /// Receiving.=4885
Conversation/MechGunner/Line00009,等候调遣。 /// Awaiting command.=4886
Conversation/MechGunner/Line00010,传输稳定。 /// Uplink stable.=4887
Conversation/MechGunner/Line00011,信号正常。 /// Got a good signal.=4888
Conversation/MechGunner/Line00012,嗯哼。 /// Mhmm.=4889
Conversation/MechGunner/Line00013,正在前往指定位置。 /// Moving unit into position.=4890
Conversation/MechGunner/Line00014,传达命令中。 /// Routing command.=4891
Conversation/MechGunner/Line00015,坐标验证完毕。 /// Coordinates verified.=4892
Conversation/MechGunner/Line00016,确认。 /// Confirmed.=4893
Conversation/MechGunner/Line00017,明白，单位移动中。 /// 10-4, unit moving.=4894
Conversation/MechGunner/Line00018,飓风正在前往。 /// Cyclone en route.=4895
Conversation/MechGunner/Line00019,前往指定位置开火。 /// Moving to fire.=4896
Conversation/MechGunner/Line00020,目标已锁定。 /// Target locked.=4897
Conversation/MechGunner/Line00021,单位响应中。 /// Unit responding.=4898
Conversation/MechGunner/Line00022,敌人已确认。 /// Hostile confirmed.=4899
Conversation/MechGunner/Line00023,授权击杀。 /// Kill authorized.=4900
Conversation/MechGunner/Line00024,准备开火。 /// Fire when ready.=4901
Conversation/MechGunner/Line00025,正在交火。 /// Engaging combatant.=4902
Conversation/MechGunner/Line00026,飓风正遭到攻击。 /// Cyclone under fire.=4903
Conversation/MechGunner/Line00027,正在发送支援请求。 /// Issuing request for assistance.=4904
Conversation/MechGunner/Line00028,嗯？指挥官你想和我谈话吗？呃，行啊……我就去找司令请假15分钟好了。 /// Huh? You want to talk to me, commander? Uh, sure... I guess I can tell the admiral I'm taking a 15.=4905
Conversation/MechGunner/Line00029,喔，我先要提醒一下，为了保证服务质量，本次聊天可能会被录音。 /// Oh, before we begin, this conversation may be recorded for Quality Assurance purposes.=4906
Conversation/MechGunner/Line00030,那么，现在整个战局如何？总部这边的情况还好。不过我们这儿的汽水都没了，你知道吗？这简直糟透了。不过我们会挺过去的。 /// So, uh, yeah, how's that whole war thing going? It's alright back here at HQ. We ran out of soda earlier, so you know, that sucks. But hey, we'll tough it out.=4907
Conversation/MechGunner/Line00031,<SFX: a laser shot followed by a 16-bit sounding explosion and points sound> 哈！打中他们了！抱歉，你在说死亡之类的严肃话题…… /// <SFX: a laser shot followed by a 16-bit sounding explosion and points sound> Ha! Got 'em! I'm sorry, you saying something serious about death and stuff...=4908
Conversation/MechGunner/Line00032,没错，我觉得这可是一份美差啊。我想说通信专业毕业的不干这行还能干什么呢，你说对吧？ /// Yeah, this job's pretty sweet I guess. I mean this is what else am I going to do with a communications degree, right?=4909
Conversation/MechGunner/Line00033,嘿，你能帮我照看一下我的终端吗？我要去一下卫生间——喔，糟了……老板来了。 /// Hey, can you watch my terminal for a second? I'm gotta go take a wicked--  Oh, crap... boss is coming around.=4910
Conversation/MechGunner/Line00034,遵命，长官。绝对没问题，长官。我们一定会干掉敌人……说到做到……行了，主管走了。 /// Yes, sir. Absolutely sir, we'll eliminate that hostile... tango... five by five... Okay, supervisor's gone.=4911
Conversation/MechGunner/Line00035,喔，对了，如果您对我的服务感到满意，请您对我本次服务做出评价。这能帮上我大忙的，因为我们的奖金就靠这个……<SFX: Click and tone>喂？……喂？ /// Oh, by the way, if you can take a survey and rate my performance, it would really help me out, you see I get a bonus based on... <SFX: Click and tone> Hello? ...hello?=4912
Conversation/MechGunner/Line00038,传输断开！ /// Uplink down!=4913
Conversation/MechGunner/Line00039,单位：无响应。 /// Unit: unresponsive.=4914
Conversation/MechGunner/Line00041,传输线路确认无误。等候指令中。 /// Uplink confirmed. Awaiting directives.=4915
Conversation/MechGunner/Line00042,准备传达命令。 /// Ready to route commands.=4916
Conversation/MechGunner/Line00043,通讯频道正常。 /// Comm channels clear.=4917
Conversation/MechGunner/Line00044,使命完成。 /// Service complete.=4918
Conversation/MechGunner/Line00045,噢不！异虫夺走了飓风的控制权！ /// Oh no! The zerg took control of my cylone!=4919
Conversation/MechGunner/Line00046,该死，单位被感染了！ /// Dammit, the unit's been infested!=4920
Conversation/MechGunner/Line00047,我失去了飓风控制权！ /// I've lost control of the cyclone!=4921
Conversation/MechGunner/Line00048,看样子它们正在发出指令。 /// I think they're issuing it orders.=4922
Conversation/MechGunner/Line00049,我们要不要给技术支持部门打电话？ /// Should we call tech support?=4923
Conversation/MechGunner/Line00050,我晃了晃线缆，但是没反应。 /// I jiggled the cable, but nothing happened.=4924
Conversation/MechGunner/Line00051,这一切都好恶心。 /// Everything about this is gross.=4925
Conversation/MechGunner/Line00052,咦呃，它们好像想要交流。 /// Ew, it's like they're trying to communicate.=4926
Conversation/MechGunner/Line00053,我不知道……重新启动飓风！ /// I don't know... Reboot it again!=4927
Conversation/MechGunner/Line00054,我的飓风被异虫控制了！ /// My cyclone's under zerg control!=4928
Conversation/MechGunner/Line00055,我们该向谁汇报此事？ /// Who do we report this to?=4929
Conversation/MechGunner/Line00056,噢不，它切换到战斗模式了。 /// Oh no, it's switched into combat mode.=4930
Conversation/MechGunner/Line00057,它们正在攻击……我们快想点办法吧！ /// They're attacking... We have to do something!=4931
Conversation/MechGunner/Line00058,看不下去了。 /// I can't watch this.=4932
Conversation/MechGunner/Line00059,它们锁定了一个目标。 /// They've locked onto a target.=4933
Conversation/MechGunner/Line00060,系统正在装弹。我控制不了！ /// Systems are arming. I can't stop it!=4934
Conversation/MechGunner/Line00061,呃，嘿……它又开火了…… /// Uh, hey... It's engaging again...=4935
Conversation/MechGunner/Line00062,他们在干什么？ /// What are they doing now?=4936
Conversation/MechGunner/Line00063,它们现在要去哪儿？ /// Where are they moving it to now?=4937
Conversation/MechGunner/Line00066,能报告它的位置吗？不行？ /// Can we report it's location? No?=4938
Conversation/MechGunner/Line00067,摄像头显示它正在朝某处移动。 /// Cameras show it's moving somewhere.=4939
Conversation/MechGunner/Line00068,看不出来这是哪儿……到处看起来都一样。 /// Can't tell where it is... Everything looks the same.=4940
Conversation/MechGunner/Line00069,很好，它在动…… /// Great, it's moving...=4941
Conversation/MechGunner/Line00070,异虫刚刚发出了一条移动指令。 /// Zerg just issued a movement command.=4942
Conversation/MechGunner/Line00071,<exertion>不行，甚至连改变方向都不可以。 /// <exertion> Nope, can't even change direction.=4943
Conversation/MechGunner/Line00072,等等，我看见了一块岩石。它经过了一块岩石！ /// Wait, I see a rock. It's by a rock!=4944
Conversation/Name/InfantryJumper,Commando=4945
Conversation/Name/MechGunner,飓风=4946
Conversation/Name/RobotPusher,Disruptor=4947
Conversation/RobotPusher/Group00001,单位语音=4948
Conversation/RobotPusher/Group00002,准备就绪=4949
Conversation/RobotPusher/Group00003,What=4950
Conversation/RobotPusher/Group00004,遵命=4951
Conversation/RobotPusher/Group00005,Attack=4952
Conversation/RobotPusher/Group00006,帮助=4953
Conversation/RobotPusher/Group00007,Pissed=4954
Conversation/RobotPusher/Group00008,Death=4955
Conversation/RobotPusher/Group00009,神经寄生=4956
Conversation/RobotPusher/Group00010,准备就绪=4957
Conversation/RobotPusher/Group00011,What=4958
Conversation/RobotPusher/Group00012,Attack=4959
Conversation/RobotPusher/Group00013,Death=4960
Conversation/RobotPusher/Line00001,同化完成。 /// Assimilation successful.=4961
Conversation/RobotPusher/Line00002,有何指令? /// Your command?=4962
Conversation/RobotPusher/Line00003,等候调遣。 /// Awaiting directive.=4963
Conversation/RobotPusher/Line00004,为虫群而战。 /// For the Swarm.=4964
Conversation/RobotPusher/Line00005,遵命。 /// I obey.=4965
Conversation/RobotPusher/Line00006,我还活着。 /// I live on.=4966
Conversation/RobotPusher/Line00007,下令吧。 /// Presiding.=4967
Conversation/RobotPusher/Line00008,请明示。 /// Speak, and be heard.=4968
Conversation/RobotPusher/Line00009,有何指示？ /// Your demands?=4969
Conversation/RobotPusher/Line00010,我们重新开始。 /// We begin anew.=4970
Conversation/RobotPusher/Line00011,古老的荣光再次重生。 /// Ancient glory reborn.=4971
Conversation/RobotPusher/Line00012,效命终生。 /// Eternal service.=4972
Conversation/RobotPusher/Line00013,明白。 /// I comprehend.=4973
Conversation/RobotPusher/Line00014,完全同意。 /// Veritably.=4974
Conversation/RobotPusher/Line00015,如你所愿。 /// So be it.=4975
Conversation/RobotPusher/Line00016,遵命。 /// Obedience.=4976
Conversation/RobotPusher/Line00017,命令已收到。 /// It is known.=4977
Conversation/RobotPusher/Line00018,无比光荣。 /// With honor.=4978
Conversation/RobotPusher/Line00019,长子必胜！ /// The Firstborn will triumph!=4979
