Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,아르타니스 /// Artanis=1
VoiceOver/VorazunA/MaxSupplyTerran01,보급품이 한도에 이르렀다. 안 그래도 이 구역에는 테란이 너무 많다고 생각하지 않나? /// Maximum supply acquired--were there not enough terrans in this sector already?=3992
VoiceOver/VorazunA/MaxSupplyZerg00,보급품이 한도에 도달했다. 제 아무리 군단이라도 한계는 있는 법. /// Maximum supply. Even the Swarm has its limits.=3993
VoiceOver/VorazunA/MaxSupplyZerg01,너의 무리가 더 커질 수는 없다. 정말 다행이야... /// Your brood can grow no further. Thank the gods...=3994
VoiceOver/VorazunA/MetamorphosisComplete00,변형 완료. /// Metamorphosis complete.=3995
VoiceOver/VorazunA/MetamorphosisComplete01,변형 과정이 종결되었다. /// Metamorphosis process completed.=3996
VoiceOver/VorazunA/MineralsDepleted00,광맥이 고갈되었다. /// A mineral field has been depleted.=3997
VoiceOver/VorazunA/MineralsDepleted01,광맥이 소진되었구나. /// You've depleted a mineral cluster.=3998
VoiceOver/VorazunA/MineralsDepleted02,광맥에서 캐낼 수 있는 광물을 모두 채취했다. /// You've gathered all available minerals from a cluster.=3999
VoiceOver/VorazunA/MineralsDepleted03,광맥이 고갈됐다. 이제 어딘가에... 비밀 기지를 만들 때가 되지 않았나? /// Mineral field exhausted. Perhaps it's time to consider a... hidden base?=4000
VoiceOver/VorazunA/MutationComplete00,변이가 끝났다. /// Your mutation has completed.=4001
VoiceOver/VorazunA/MutationComplete01,너의 무리가 새로운 변이 능력을 습득했다. /// Your brood has developed a new mutation.=4002
VoiceOver/VorazunA/MutationComplete02,변이가 완료되었다. 끔찍하군... /// Your mutation is complete. By the gods...=4003
VoiceOver/VorazunA/NeedCreep00,점막 위에 배치해야 한다. /// Try placing that on creep.=4004
VoiceOver/VorazunA/NeedCreep01,그건 점막 위에 배치해야 한다. /// You must place that on creep.=4005
VoiceOver/VorazunA/NeedCreep02,점막 위에서 변태해야 한다. /// That can only be morphed on creep.=4006
VoiceOver/VorazunA/NeedGeyser00,베스핀 간헐천 위에 배치해야 한다.=4007
VoiceOver/VorazunA/NeedGeyser01,융화소는 베스핀 간헐천 위에 지어야 한다.=4008
VoiceOver/VorazunA/NeedGeyserProtoss00,융화소는 베스핀 간헐천 위에 배치해야 하는 법. /// Your assimilator requires a vespene geyser.=4009
VoiceOver/VorazunA/NeedGeyserProtoss01,거기에는 소환할 수 없다. 베스핀 간헐천 위에서 해 보는 게 어떨까? /// Warp location unacceptable--try again on a vespene geyser.=4010
VoiceOver/VorazunA/NeedGeyserProtoss02,베스핀 간헐천이 필요하다. /// Vespene geyser required.=4011
VoiceOver/VorazunA/NeedGeyserTerran00,베스핀 간헐천에 건설해야 한다. /// You must construct that on a vespene geyser.=4012
VoiceOver/VorazunA/NeedGeyserTerran01,그 구조물은 베스핀 간헐천이 필요하다. /// That structure requires a vespene geyser.=4013
VoiceOver/VorazunA/NeedGeyserTerran02,정제소는 베스핀 간헐천 위에 지어야 한다. /// Your refinery requires a vespene geyser.=4014
VoiceOver/VorazunA/NeedGeyserZerg00,그 구조물은 베스핀 간헐천 위에 배치해야 한다. /// This structure must be placed on a vespene geyser.=4015
VoiceOver/VorazunA/NeedGeyserZerg01,베스핀 간헐천이 필요하다. /// A vespene geyser is required.=4016
VoiceOver/VorazunA/NeedGeyserZerg02,그건 베스핀 간헐천 위에 배치해야지. /// You must place that on a vespene geyser.=4017
VoiceOver/VorazunA/NeedMoreFood00,수정탑을 더 지어야 한다.=4018
VoiceOver/VorazunA/NeedMoreFood01,수정탑을 더 지어라.=4019
VoiceOver/VorazunA/NeedMoreFood02,보급품이 부족해. 수정탑을 더 소환해야 한다.=4020
VoiceOver/VorazunA/NeedMoreFoodProtoss00,보급품이 부족하다. 추가 수정탑을 소환하라. /// You've insufficient supply. Warp in additional pylons.=4021
VoiceOver/VorazunA/NeedMoreFoodProtoss01,전사들이 추가 수정탑을 필요로 한다. /// Your warriors require additional pylons.=4022
VoiceOver/VorazunA/NeedMoreFoodProtoss02,수정탑을 더 소환해야 한다. /// Additional pylons are required.=4023
VoiceOver/VorazunA/NeedMoreFoodProtoss03,수정탑이 더 필요하다. /// You must construct additional pylons.=4024
VoiceOver/VorazunA/NeedMoreFoodTerran00,보급고를 더 건설하라. /// You must construct additional supply depots.=4025
VoiceOver/VorazunA/NeedMoreFoodTerran01,보급품이 부족하다. 보급고를 더 준비하는 게 좋겠군. /// You've not enough supply. Assemble more depots.=4026
VoiceOver/VorazunA/NeedMoreFoodTerran02,보급고가 부족하다. /// You've insufficient supply depots.=4027
VoiceOver/VorazunA/NeedMoreFoodZerg00,무리에 대군주가 더 필요하다. /// Your brood requires additional overlords.=4028
VoiceOver/VorazunA/NeedMoreFoodZerg01,무리의 개체수가 증가하고 있다. 대군주를 더 생성하라. /// Your brood is spread too thin. Spawn additional overlords.=4029
VoiceOver/VorazunA/NeedMoreFoodZerg02,대군주를 더 생성해야 한다. /// You must spawn additional overlords.=4030
VoiceOver/VorazunA/NeedMoreGas00,베스핀 가스가 더 필요하다. /// You require more vespene gas.=4031
VoiceOver/VorazunA/NeedMoreGas01,베스핀 가스가 부족하다. /// You've not enough vespene gas.=4032
VoiceOver/VorazunA/NeedMoreGas02,베스핀 가스를 더 채취해야 한다. /// You must harvest more vespene gas.=4033
VoiceOver/VorazunA/NeedMoreMinerals00,광물이 부족하다. /// You have not enough minerals.=4034
VoiceOver/VorazunA/NeedMoreMinerals01,광물이 부족하다. 일꾼들을 부지런히 움직여라. /// You have not enough minerals. Put your harvesters to work.=4035
VoiceOver/VorazunA/NeedMoreMinerals02,광물 비축분이 부족해지고 있다. /// Your mineral reserves are insufficient.=4036
VoiceOver/VorazunA/NotEnoughEnergy00,에너지가 부족하다. /// You've not enough energy.=4037
VoiceOver/VorazunA/NotEnoughEnergy01,그 능력을 사용하려면 에너지가 더 필요하다. /// That ability requires more energy.=4038
VoiceOver/VorazunA/NotEnoughEnergy02,에너지가 모자란다. /// Insufficient energy.=4039
VoiceOver/VorazunA/NukeReady00,핵 미사일이 준비됐다. /// Your nuclear missile is now available.=4040
VoiceOver/VorazunA/NukeReady01,핵탄두가 공격 준비를 마쳤다. /// A nuclear payload is ready.=4041
VoiceOver/VorazunA/NukeReady02,핵 무기를 발사할 준비가 끝났다. /// A nuclear weapon is ready for launch.=4042
VoiceOver/VorazunA/PlaceInPowerField00,동력장 안에 배치해야 한다. /// You must place that in a power field.=4043
VoiceOver/VorazunA/PlaceInPowerField01,그 구조물은 동력장을 필요로 한다. /// That structure requires a power field.=4044
VoiceOver/VorazunA/PlaceInPowerField02,동력장이 필요하다. /// A power field is required.=4045
VoiceOver/VorazunA/PylonUnderAttack00,수정탑이 공격받고 있다! /// Your pylon is under attack!=4046
VoiceOver/VorazunA/PylonUnderAttack01,적이 수정탑을 공격한다! /// Your foe strikes at a pylon!=4047
VoiceOver/VorazunA/PylonUnderAttack02,너의 수정탑이 공격에 노출되었다! /// Your pylon is under siege!=4048
VoiceOver/VorazunA/QueenDeployed00,아... 군락지에서 새로운 여왕이 탄생하였구나. /// Ah... a new queen has emerged from your hive cluster.=4049
VoiceOver/VorazunA/QueenDeployed01,새로운 여왕이 너의 명령을 기다리고 있다. /// A new queen awaits your command.=4050
VoiceOver/VorazunA/QueenDeployed02,새로운 여왕이 준비를 마쳤다. /// A new queen is ready.=4051
VoiceOver/VorazunA/ResearchComplete00,연구 완료. /// Research complete=4052
VoiceOver/VorazunA/ResearchComplete01,연구가 끝났다. 너에게 도움이 되면 좋겠구나. /// Your research is complete. May it serve you well.=4053
VoiceOver/VorazunA/ResearchComplete02,연구가 끝났다. 그래, 머릿수만으로 모든 전투에서 승리할 수 있는 건 아니지. /// Your research has completed. Not all battles are won through numbers alone.=4054
VoiceOver/VorazunA/SalvageComplete00,회수 완료. /// Salvage completed.=4055
VoiceOver/VorazunA/SalvageComplete01,회수 작업이 끝났다. /// Your salvage operations have completed.=4056
VoiceOver/VorazunA/ThorRepaired00,토르 수리가 완료됐다. /// Your thor has been repaired.=4057
VoiceOver/VorazunA/ThorRepaired01,토르 수리가 성공적으로 끝났다. /// Thor repair process has completed.=4058
VoiceOver/VorazunA/Transmission00,신호 수신 중. /// Incoming transmission.=4059
VoiceOver/VorazunA/Transmission01,신호를 수신하기 위한 연결이 이루어졌다. /// A transmission link has been established.=4060
VoiceOver/VorazunA/TumorUnderAttack00,적이 점막 종양을 공격하고 있다. /// Your foe is attacking a creep tumor.=4061
VoiceOver/VorazunA/TumorUnderAttack01,점막 종양이 공격받고 있다. /// Your creep tumor is under attack.=4062
VoiceOver/VorazunA/TumorUnderAttack02,배치된 점막이 훼손되고 있다. /// The spread of your creep has been compromised.=4063
VoiceOver/VorazunA/UpgradeComplete00,업그레이드 완료. 병력이 더욱 강해졌구나. /// Upgrade complete. Your forces grow more powerful.=4064
VoiceOver/VorazunA/UpgradeComplete01,업그레이드가 끝났다. /// An upgrade has been completed.=4065
VoiceOver/VorazunA/UpgradeComplete02,업그레이드 완료. 더욱 강해진 힘을 잘 활용해라. /// Upgrade complete. Make use of this surge in potential.=4066
VoiceOver/VorazunA/WarpInComplete00,소환에 성공했다. /// Warp successful.=4067
VoiceOver/VorazunA/WarpInComplete01,소환 완료. /// Warp-in complete.=4068
VoiceOver/VorazunA/WorkersUnderAttack00,탐사정이 공격받고 있다!=4069
VoiceOver/VorazunA/WorkersUnderAttack01,적이 탐사정을 공격한다!=4070
VoiceOver/VorazunA/WorkersUnderAttackProtoss00,탐사정이 공격받고 있다! /// Your probes are under attack!=4071
VoiceOver/VorazunA/WorkersUnderAttackProtoss01,적이 너의 탐사정을 파괴하고 있다! 지켜야 한다! /// The enemy is destroying your probes--you must defend them!=4072
VoiceOver/VorazunA/WorkersUnderAttackProtoss02,적이 너의 탐사정을 위협하는구나. /// The enemy threatens your probes.=4073
VoiceOver/VorazunA/WorkersUnderAttackTerran00,일꾼들이 곤경에 처했다. /// Your workers are in peril.=4074
VoiceOver/VorazunA/WorkersUnderAttackTerran01,적이 너의 건설로봇을 공격하고 있다. /// The enemy is attacking your SCVs.=4075
VoiceOver/VorazunA/WorkersUnderAttackTerran02,너의 건설로봇이 공격받고 있다. /// Your SCVs are under assault.=4076
VoiceOver/VorazunA/WorkersUnderAttackZerg00,적이 너의 일벌레를 공격하는구나. 지켜주지 않을 테냐? /// The enemy assaults your drones. Will you not defend them?=4077
VoiceOver/VorazunA/WorkersUnderAttackZerg01,일벌레가 학살당하고 있구나. /// Your drones are being slain.=4078
VoiceOver/VorazunA/WorkersUnderAttackZerg02,적이 일벌레를 전멸시키려 한다! /// The enemy is exterminating your drones!=4079
VoiceOver/ZagaraA/AddOnComplete00,부속건물 완성.=4080
VoiceOver/ZagaraA/AllyBaseUnderAttack00,동맹 기지가 위험하다.=4081
VoiceOver/ZagaraA/AllyUnderAttack00,동맹이 전투 중이다.=4082
VoiceOver/ZagaraA/BaseUnderAttack00,군락지가 공격받고 있다. /// Out base is under attack.=4083
VoiceOver/ZagaraA/BuildError00,그 명령은 받아들일 수 없다.=4084
VoiceOver/ZagaraA/BuildErrorProtoss00,그곳에는 소환할 수 없다.=4085
VoiceOver/ZagaraA/BuildErrorTerran00,거기엔 건설할 수 없다.=4086
VoiceOver/ZagaraA/CalldownLaunch00,핵 공격이 감지되었다.=4087
VoiceOver/ZagaraA/CalldownLaunch01,핵 무기가 발사되었다.=4088
VoiceOver/ZagaraA/Countdown00,오... 사... 삼... 이... 일...=4089
VoiceOver/ZagaraA/EvolutionComplete00,진화 완료.=4090
VoiceOver/ZagaraA/EvolutionComplete01,진화 완료.=4091
VoiceOver/ZagaraA/ForcesUnderAttack00,아군이 공격받고 있다.=4092
VoiceOver/ZagaraA/ForcesUnderAttack01,무리가 공격받고 있다.=4093
VoiceOver/ZagaraA/ForcesUnderAttackProtoss00,아군이 공격받고 있다.=4094
VoiceOver/ZagaraA/ForcesUnderAttackTerran00,아군이 공격받고 있다.=4095
VoiceOver/ZagaraA/GamePaused00,부하들아, 대기하거라.=4096
VoiceOver/ZagaraA/GameResumed00,계속해라.=4097
VoiceOver/ZagaraA/GeyserExhausted00,베스핀 간헐천이 고갈됐다.=4098
VoiceOver/ZagaraA/GeyserExhausted01,베스핀 간헐천을 다 써 버렸다.=4099
VoiceOver/ZagaraA/GeyserExhausted02,간헐천이 말라 버렸다.=4100
VoiceOver/ZagaraA/MaxSupply00,불가능하다. 보급품이 가득 찼다.=4101
VoiceOver/ZagaraA/MaxSupply01,부하들을 더 감당할 수가 없다.=4102
VoiceOver/ZagaraA/MetamorphosisComplete00,변형 완료.=4103
VoiceOver/ZagaraA/MetamorphosisComplete01,변형 완료.=4104
VoiceOver/ZagaraA/MineralsDepleted00,광맥이 고갈됐다.=4105
VoiceOver/ZagaraA/MineralsDepleted01,광맥을 다 써 버렸다.=4106
VoiceOver/ZagaraA/MineralsDepleted02,광물 덩어리가 고갈됐다.=4107
VoiceOver/ZagaraA/MutationComplete00,변이 완료.=4108
VoiceOver/ZagaraA/MutationComplete01,변이 완료.=4109
VoiceOver/ZagaraA/NeedCreep00,그건 점막 위에 배치해야 한다.=4110
VoiceOver/ZagaraA/NeedCreep01,그건 점막 위에 지어야 한다.=4111
VoiceOver/ZagaraA/NeedGeyser00,추출장은 베스핀 간헐천 위에 지어야 한다.=4112
VoiceOver/ZagaraA/NeedGeyser01,그건 베스핀 간헐천 위에 지어야 한다.=4113
VoiceOver/ZagaraA/NeedMoreFood00,대군주를 더 만들어라.=4114
VoiceOver/ZagaraA/NeedMoreFood01,대군주가 더 필요하다.=4115
VoiceOver/ZagaraA/NeedMoreFood02,대군주를 더 변태시켜야 한다.=4116
VoiceOver/ZagaraA/NeedMoreFoodProtoss00,수정탑을 더 지어라.=4117
VoiceOver/ZagaraA/NeedMoreFoodTerran00,추가 보급고가 필요하다.=4118
VoiceOver/ZagaraA/NeedMoreFoodTerran02,보급고가 모자라네.=4119
VoiceOver/ZagaraA/NeedMoreGas00,베스핀 가스가 더 있어야 한다.=4120
VoiceOver/ZagaraA/NeedMoreGas01,베스핀 가스가 부족해.=4121
VoiceOver/ZagaraA/NeedMoreGas02,그러려면 베스핀 가스가 더 필요해.=4122
VoiceOver/ZagaraA/NeedMoreMinerals00,광물이 모자란다.=4123
VoiceOver/ZagaraA/NeedMoreMinerals01,광물이 부족하다.=4124
VoiceOver/ZagaraA/NeedMoreMinerals02,광물을 더 채취해야 한다.=4125
VoiceOver/ZagaraA/NotEnoughEnergy00,에너지가 더 필요합니다.=4126
VoiceOver/ZagaraA/NotEnoughEnergy01,에너지가 더 필요해.=4127
VoiceOver/ZagaraA/PlaceInPowerField00,동력장 안에 배치해야 한다.=4128
VoiceOver/ZagaraA/QueenDeployed00,여왕이 탄생했다!=4129
VoiceOver/ZagaraA/ResearchComplete00,연구 완료.=4130
VoiceOver/ZagaraA/ResearchComplete01,연구가 완료됐다.=4131
VoiceOver/ZagaraA/SalvageComplete00,회수 완료.=4132
VoiceOver/ZagaraA/Transmission00,신호 수신 중.=4133
VoiceOver/ZagaraA/TumorUnderAttack00,점막 종양이 공격받고 있습니다.=4134
VoiceOver/ZagaraA/UpgradeComplete00,업그레이드 완료.=4135
VoiceOver/ZagaraA/UpgradeComplete01,업그레이드 성공.=4136
VoiceOver/ZagaraA/WarpInComplete00,소환 완료.=4137
VoiceOver/ZagaraA/WarpInComplete01,소환 성공.=4138
VoiceOver/ZagaraA/WorkersUnderAttack00,일벌레가 공격받고 있다!=4139
VoiceOver/ZagaraA/WorkersUnderAttack01,적군이 우리 일벌레를 공격하고 있다.=4140
VoiceOver/ZagaraA/WorkersUnderAttackTerran00,Our SCVs are under attack.=4141
VoiceOver/ZagaraA/WorkersUnderAttackTerran01,The enemy strikes at our SCVs.=4142
VoiceOver/ZeratulA/AddOnComplete00,부속건물 완성. /// Add-on complete.=4143
VoiceOver/ZeratulA/AddOnComplete01,부속건물 작동 개시. /// Add-on operative.=4144
VoiceOver/ZeratulA/AllyBaseUnderAttack00,동맹 기지가 공격받고 있다. /// Our allies' base is threatened.=4145
VoiceOver/ZeratulA/AllyBaseUnderAttack01,적이 동맹 기지를 공격했다. /// The enemy assaults our allies' base.=4146
VoiceOver/ZeratulA/AllyBaseUnderAttack02,동맹 기지를 방어해야 한다. /// Our allies' base is in need of protection.=4147
VoiceOver/ZeratulA/AllyUnderAttack00,동맹이 적을 공격한다. /// Our allies press the attack.=4148
VoiceOver/ZeratulA/AllyUnderAttack01,동맹이 교전 중이다. /// Allies are in the midst of battle.=4149
VoiceOver/ZeratulA/AllyUnderAttack02,적이 우리 동맹을 공격했다. /// The enemy has confronted our allies.=4150
VoiceOver/ZeratulA/BadLZ00,거기엔 착륙할 수 없어. /// We must not land there.=4151
VoiceOver/ZeratulA/BaseUnderAttack00,아군 기지가 위험하다. /// Our base is in peril.=4152
VoiceOver/ZeratulA/BaseUnderAttack01,적이 아군 기지를 공격한다! /// They strike at our base!=4153
VoiceOver/ZeratulA/BaseUnderAttack02,기지가 공격받고 있다! /// Base under siege!=4154
VoiceOver/ZeratulA/BuildError00,그곳엔 소환할 순 없다. /// We cannot warp there.=4155
VoiceOver/ZeratulA/BuildError01,그곳에 소환하는 건 현명하지 않아. /// It would be unwise to warp there.=4156
VoiceOver/ZeratulA/BuildError02,소환하기엔 부적절한 지역이다. /// Inadequate warp location.=4157
VoiceOver/ZeratulA/BuildErrorTerran00,그곳엔 건설이 불가능하다. /// Forbidden build location.=4158
VoiceOver/ZeratulA/BuildErrorTerran01,거기엔 건설할 수 없다. /// We shall not build there.=4159
VoiceOver/ZeratulA/BuildErrorTerran02,다른 곳에 건설하라. /// Build that elsewhere.=4160
VoiceOver/ZeratulA/BuildErrorZerg00,그 명령은 받아들일 수 없어. /// Unacceptable command.=4161
VoiceOver/ZeratulA/BuildErrorZerg01,그 명령은 실행할 수 없다. /// That command cannot be executed.=4162
